state,county,office,party,candidate,votes,STATEFP,STATENAME,COUNTYFP,NEIGHBORS
OH,Portage,President,,James Jerome Bell,0.0,39,Ohio,133,"Cuyahoga, Geauga, Mahoning, Summit, Stark, Trumbull"
OH,Portage,President,,Michael Bickelmeyer,1.0,39,Ohio,133,"Cuyahoga, Geauga, Mahoning, Summit, Stark, Trumbull"
OH,Portage,President,,Darrell Castle,18.0,39,Ohio,133,"Cuyahoga, Geauga, Mahoning, Summit, Stark, Trumbull"
OH,Portage,President,Democratic Party,Hillary Clinton,32397.0,39,Ohio,133,"Cuyahoga, Geauga, Mahoning, Summit, Stark, Trumbull"
OH,Portage,President,,Richard Duncan,411.0,39,Ohio,133,"Cuyahoga, Geauga, Mahoning, Summit, Stark, Trumbull"
OH,Portage,President,,Cherunda Fox,1.0,39,Ohio,133,"Cuyahoga, Geauga, Mahoning, Summit, Stark, Trumbull"
OH,Portage,President,,Ben Hartnell,1.0,39,Ohio,133,"Cuyahoga, Geauga, Mahoning, Summit, Stark, Trumbull"
OH,Portage,President,,Tom Hoefling,2.0,39,Ohio,133,"Cuyahoga, Geauga, Mahoning, Summit, Stark, Trumbull"
OH,Portage,President,,Bruce E. Jaynes,0.0,39,Ohio,133,"Cuyahoga, Geauga, Mahoning, Summit, Stark, Trumbull"
OH,Portage,President,,Gary Johnson,2415.0,39,Ohio,133,"Cuyahoga, Geauga, Mahoning, Summit, Stark, Trumbull"
OH,Portage,President,,Chris Keniston,2.0,39,Ohio,133,"Cuyahoga, Geauga, Mahoning, Summit, Stark, Trumbull"
OH,Portage,President,,Barry Kirschner,1.0,39,Ohio,133,"Cuyahoga, Geauga, Mahoning, Summit, Stark, Trumbull"
OH,Portage,President,,Laurence Kotlikoff,7.0,39,Ohio,133,"Cuyahoga, Geauga, Mahoning, Summit, Stark, Trumbull"
OH,Portage,President,,Joseph A. Maldonado,0.0,39,Ohio,133,"Cuyahoga, Geauga, Mahoning, Summit, Stark, Trumbull"
OH,Portage,President,,Michael Andrew Maturen,1.0,39,Ohio,133,"Cuyahoga, Geauga, Mahoning, Summit, Stark, Trumbull"
OH,Portage,President,,Evan Mcmullin,69.0,39,Ohio,133,"Cuyahoga, Geauga, Mahoning, Summit, Stark, Trumbull"
OH,Portage,President,,Monica Moorehead,0.0,39,Ohio,133,"Cuyahoga, Geauga, Mahoning, Summit, Stark, Trumbull"
OH,Portage,President,,Joe Schriner,0.0,39,Ohio,133,"Cuyahoga, Geauga, Mahoning, Summit, Stark, Trumbull"
OH,Portage,President,,Mike Smith,2.0,39,Ohio,133,"Cuyahoga, Geauga, Mahoning, Summit, Stark, Trumbull"
OH,Portage,President,Green Party ,Jill Stein,840.0,39,Ohio,133,"Cuyahoga, Geauga, Mahoning, Summit, Stark, Trumbull"
OH,Portage,President,,Josiah R. Stroh,0.0,39,Ohio,133,"Cuyahoga, Geauga, Mahoning, Summit, Stark, Trumbull"
OH,Portage,President,,Douglas W. Thomson,0.0,39,Ohio,133,"Cuyahoga, Geauga, Mahoning, Summit, Stark, Trumbull"
OH,Portage,President,Republican Party,Donald J. Trump,39971.0,39,Ohio,133,"Cuyahoga, Geauga, Mahoning, Summit, Stark, Trumbull"
OH,Preble,President,,James Jerome Bell,0.0,39,Ohio,135,"Wayne, Butler, Union, Darke, Montgomery"
OH,Preble,President,,Michael Bickelmeyer,0.0,39,Ohio,135,"Wayne, Butler, Union, Darke, Montgomery"
OH,Preble,President,,Darrell Castle,1.0,39,Ohio,135,"Wayne, Butler, Union, Darke, Montgomery"
OH,Preble,President,Democratic Party,Hillary Clinton,4325.0,39,Ohio,135,"Wayne, Butler, Union, Darke, Montgomery"
OH,Preble,President,,Richard Duncan,102.0,39,Ohio,135,"Wayne, Butler, Union, Darke, Montgomery"
OH,Preble,President,,Cherunda Fox,0.0,39,Ohio,135,"Wayne, Butler, Union, Darke, Montgomery"
OH,Preble,President,,Ben Hartnell,0.0,39,Ohio,135,"Wayne, Butler, Union, Darke, Montgomery"
OH,Preble,President,,Tom Hoefling,0.0,39,Ohio,135,"Wayne, Butler, Union, Darke, Montgomery"
OH,Preble,President,,Bruce E. Jaynes,0.0,39,Ohio,135,"Wayne, Butler, Union, Darke, Montgomery"
OH,Preble,President,,Gary Johnson,553.0,39,Ohio,135,"Wayne, Butler, Union, Darke, Montgomery"
OH,Preble,President,,Chris Keniston,0.0,39,Ohio,135,"Wayne, Butler, Union, Darke, Montgomery"
OH,Preble,President,,Barry Kirschner,0.0,39,Ohio,135,"Wayne, Butler, Union, Darke, Montgomery"
OH,Preble,President,,Laurence Kotlikoff,0.0,39,Ohio,135,"Wayne, Butler, Union, Darke, Montgomery"
OH,Preble,President,,Joseph A. Maldonado,0.0,39,Ohio,135,"Wayne, Butler, Union, Darke, Montgomery"
OH,Preble,President,,Michael Andrew Maturen,0.0,39,Ohio,135,"Wayne, Butler, Union, Darke, Montgomery"
OH,Preble,President,,Evan Mcmullin,12.0,39,Ohio,135,"Wayne, Butler, Union, Darke, Montgomery"
OH,Preble,President,,Monica Moorehead,0.0,39,Ohio,135,"Wayne, Butler, Union, Darke, Montgomery"
OH,Preble,President,,Joe Schriner,0.0,39,Ohio,135,"Wayne, Butler, Union, Darke, Montgomery"
OH,Preble,President,,Mike Smith,0.0,39,Ohio,135,"Wayne, Butler, Union, Darke, Montgomery"
OH,Preble,President,Green Party ,Jill Stein,126.0,39,Ohio,135,"Wayne, Butler, Union, Darke, Montgomery"
OH,Preble,President,,Josiah R. Stroh,0.0,39,Ohio,135,"Wayne, Butler, Union, Darke, Montgomery"
OH,Preble,President,,Douglas W. Thomson,0.0,39,Ohio,135,"Wayne, Butler, Union, Darke, Montgomery"
OH,Preble,President,Republican Party,Donald J. Trump,15446.0,39,Ohio,135,"Wayne, Butler, Union, Darke, Montgomery"
OH,Putnam,President,,James Jerome Bell,0.0,39,Ohio,137,"Defiance, Paulding, Henry, Hancock, Wood, Van Wert, Allen"
OH,Putnam,President,,Michael Bickelmeyer,0.0,39,Ohio,137,"Defiance, Paulding, Henry, Hancock, Wood, Van Wert, Allen"
OH,Putnam,President,,Darrell Castle,6.0,39,Ohio,137,"Defiance, Paulding, Henry, Hancock, Wood, Van Wert, Allen"
OH,Putnam,President,Democratic Party,Hillary Clinton,2922.0,39,Ohio,137,"Defiance, Paulding, Henry, Hancock, Wood, Van Wert, Allen"
OH,Putnam,President,,Richard Duncan,119.0,39,Ohio,137,"Defiance, Paulding, Henry, Hancock, Wood, Van Wert, Allen"
OH,Putnam,President,,Cherunda Fox,0.0,39,Ohio,137,"Defiance, Paulding, Henry, Hancock, Wood, Van Wert, Allen"
OH,Putnam,President,,Ben Hartnell,0.0,39,Ohio,137,"Defiance, Paulding, Henry, Hancock, Wood, Van Wert, Allen"
OH,Putnam,President,,Tom Hoefling,0.0,39,Ohio,137,"Defiance, Paulding, Henry, Hancock, Wood, Van Wert, Allen"
OH,Putnam,President,,Bruce E. Jaynes,0.0,39,Ohio,137,"Defiance, Paulding, Henry, Hancock, Wood, Van Wert, Allen"
OH,Putnam,President,,Gary Johnson,638.0,39,Ohio,137,"Defiance, Paulding, Henry, Hancock, Wood, Van Wert, Allen"
OH,Putnam,President,,Chris Keniston,0.0,39,Ohio,137,"Defiance, Paulding, Henry, Hancock, Wood, Van Wert, Allen"
OH,Putnam,President,,Barry Kirschner,1.0,39,Ohio,137,"Defiance, Paulding, Henry, Hancock, Wood, Van Wert, Allen"
OH,Putnam,President,,Laurence Kotlikoff,0.0,39,Ohio,137,"Defiance, Paulding, Henry, Hancock, Wood, Van Wert, Allen"
OH,Putnam,President,,Joseph A. Maldonado,0.0,39,Ohio,137,"Defiance, Paulding, Henry, Hancock, Wood, Van Wert, Allen"
OH,Putnam,President,,Michael Andrew Maturen,5.0,39,Ohio,137,"Defiance, Paulding, Henry, Hancock, Wood, Van Wert, Allen"
OH,Putnam,President,,Evan Mcmullin,40.0,39,Ohio,137,"Defiance, Paulding, Henry, Hancock, Wood, Van Wert, Allen"
OH,Putnam,President,,Monica Moorehead,0.0,39,Ohio,137,"Defiance, Paulding, Henry, Hancock, Wood, Van Wert, Allen"
OH,Putnam,President,,Joe Schriner,2.0,39,Ohio,137,"Defiance, Paulding, Henry, Hancock, Wood, Van Wert, Allen"
OH,Putnam,President,,Mike Smith,1.0,39,Ohio,137,"Defiance, Paulding, Henry, Hancock, Wood, Van Wert, Allen"
OH,Putnam,President,Green Party ,Jill Stein,72.0,39,Ohio,137,"Defiance, Paulding, Henry, Hancock, Wood, Van Wert, Allen"
OH,Putnam,President,,Josiah R. Stroh,0.0,39,Ohio,137,"Defiance, Paulding, Henry, Hancock, Wood, Van Wert, Allen"
OH,Putnam,President,,Douglas W. Thomson,0.0,39,Ohio,137,"Defiance, Paulding, Henry, Hancock, Wood, Van Wert, Allen"
OH,Putnam,President,Republican Party,Donald J. Trump,14961.0,39,Ohio,137,"Defiance, Paulding, Henry, Hancock, Wood, Van Wert, Allen"
OH,Richland,President,,James Jerome Bell,0.0,39,Ohio,139,"Huron, Knox, Morrow, Crawford, Ashland"
OH,Richland,President,,Michael Bickelmeyer,0.0,39,Ohio,139,"Huron, Knox, Morrow, Crawford, Ashland"
OH,Richland,President,,Darrell Castle,30.0,39,Ohio,139,"Huron, Knox, Morrow, Crawford, Ashland"
OH,Richland,President,Democratic Party,Hillary Clinton,16085.0,39,Ohio,139,"Huron, Knox, Morrow, Crawford, Ashland"
OH,Richland,President,,Richard Duncan,353.0,39,Ohio,139,"Huron, Knox, Morrow, Crawford, Ashland"
OH,Richland,President,,Cherunda Fox,0.0,39,Ohio,139,"Huron, Knox, Morrow, Crawford, Ashland"
OH,Richland,President,,Ben Hartnell,0.0,39,Ohio,139,"Huron, Knox, Morrow, Crawford, Ashland"
OH,Richland,President,,Tom Hoefling,15.0,39,Ohio,139,"Huron, Knox, Morrow, Crawford, Ashland"
OH,Richland,President,,Bruce E. Jaynes,0.0,39,Ohio,139,"Huron, Knox, Morrow, Crawford, Ashland"
OH,Richland,President,,Gary Johnson,1637.0,39,Ohio,139,"Huron, Knox, Morrow, Crawford, Ashland"
OH,Richland,President,,Chris Keniston,3.0,39,Ohio,139,"Huron, Knox, Morrow, Crawford, Ashland"
OH,Richland,President,,Barry Kirschner,0.0,39,Ohio,139,"Huron, Knox, Morrow, Crawford, Ashland"
OH,Richland,President,,Laurence Kotlikoff,0.0,39,Ohio,139,"Huron, Knox, Morrow, Crawford, Ashland"
OH,Richland,President,,Joseph A. Maldonado,0.0,39,Ohio,139,"Huron, Knox, Morrow, Crawford, Ashland"
OH,Richland,President,,Michael Andrew Maturen,0.0,39,Ohio,139,"Huron, Knox, Morrow, Crawford, Ashland"
OH,Richland,President,,Evan Mcmullin,113.0,39,Ohio,139,"Huron, Knox, Morrow, Crawford, Ashland"
OH,Richland,President,,Monica Moorehead,0.0,39,Ohio,139,"Huron, Knox, Morrow, Crawford, Ashland"
OH,Richland,President,,Joe Schriner,1.0,39,Ohio,139,"Huron, Knox, Morrow, Crawford, Ashland"
OH,Richland,President,,Mike Smith,0.0,39,Ohio,139,"Huron, Knox, Morrow, Crawford, Ashland"
OH,Richland,President,Green Party ,Jill Stein,387.0,39,Ohio,139,"Huron, Knox, Morrow, Crawford, Ashland"
OH,Richland,President,,Josiah R. Stroh,0.0,39,Ohio,139,"Huron, Knox, Morrow, Crawford, Ashland"
OH,Richland,President,,Douglas W. Thomson,0.0,39,Ohio,139,"Huron, Knox, Morrow, Crawford, Ashland"
OH,Richland,President,Republican Party,Donald J. Trump,36590.0,39,Ohio,139,"Huron, Knox, Morrow, Crawford, Ashland"
OH,Ross,President,,James Jerome Bell,0.0,39,Ohio,141,"Fayette, Vinton, Pike, Hocking, Pickaway, Highland, Jackson"
OH,Ross,President,,Michael Bickelmeyer,0.0,39,Ohio,141,"Fayette, Vinton, Pike, Hocking, Pickaway, Highland, Jackson"
OH,Ross,President,,Darrell Castle,18.0,39,Ohio,141,"Fayette, Vinton, Pike, Hocking, Pickaway, Highland, Jackson"
OH,Ross,President,Democratic Party,Hillary Clinton,10356.0,39,Ohio,141,"Fayette, Vinton, Pike, Hocking, Pickaway, Highland, Jackson"
OH,Ross,President,,Richard Duncan,163.0,39,Ohio,141,"Fayette, Vinton, Pike, Hocking, Pickaway, Highland, Jackson"
OH,Ross,President,,Cherunda Fox,0.0,39,Ohio,141,"Fayette, Vinton, Pike, Hocking, Pickaway, Highland, Jackson"
OH,Ross,President,,Ben Hartnell,2.0,39,Ohio,141,"Fayette, Vinton, Pike, Hocking, Pickaway, Highland, Jackson"
OH,Ross,President,,Tom Hoefling,2.0,39,Ohio,141,"Fayette, Vinton, Pike, Hocking, Pickaway, Highland, Jackson"
OH,Ross,President,,Bruce E. Jaynes,1.0,39,Ohio,141,"Fayette, Vinton, Pike, Hocking, Pickaway, Highland, Jackson"
OH,Ross,President,,Gary Johnson,934.0,39,Ohio,141,"Fayette, Vinton, Pike, Hocking, Pickaway, Highland, Jackson"
OH,Ross,President,,Chris Keniston,0.0,39,Ohio,141,"Fayette, Vinton, Pike, Hocking, Pickaway, Highland, Jackson"
OH,Ross,President,,Barry Kirschner,0.0,39,Ohio,141,"Fayette, Vinton, Pike, Hocking, Pickaway, Highland, Jackson"
OH,Ross,President,,Laurence Kotlikoff,0.0,39,Ohio,141,"Fayette, Vinton, Pike, Hocking, Pickaway, Highland, Jackson"
OH,Ross,President,,Joseph A. Maldonado,1.0,39,Ohio,141,"Fayette, Vinton, Pike, Hocking, Pickaway, Highland, Jackson"
OH,Ross,President,,Michael Andrew Maturen,1.0,39,Ohio,141,"Fayette, Vinton, Pike, Hocking, Pickaway, Highland, Jackson"
OH,Ross,President,,Evan Mcmullin,41.0,39,Ohio,141,"Fayette, Vinton, Pike, Hocking, Pickaway, Highland, Jackson"
OH,Ross,President,,Monica Moorehead,0.0,39,Ohio,141,"Fayette, Vinton, Pike, Hocking, Pickaway, Highland, Jackson"
OH,Ross,President,,Joe Schriner,0.0,39,Ohio,141,"Fayette, Vinton, Pike, Hocking, Pickaway, Highland, Jackson"
OH,Ross,President,,Mike Smith,0.0,39,Ohio,141,"Fayette, Vinton, Pike, Hocking, Pickaway, Highland, Jackson"
OH,Ross,President,Green Party ,Jill Stein,209.0,39,Ohio,141,"Fayette, Vinton, Pike, Hocking, Pickaway, Highland, Jackson"
OH,Ross,President,,Josiah R. Stroh,0.0,39,Ohio,141,"Fayette, Vinton, Pike, Hocking, Pickaway, Highland, Jackson"
OH,Ross,President,,Douglas W. Thomson,0.0,39,Ohio,141,"Fayette, Vinton, Pike, Hocking, Pickaway, Highland, Jackson"
OH,Ross,President,Republican Party,Donald J. Trump,18652.0,39,Ohio,141,"Fayette, Vinton, Pike, Hocking, Pickaway, Highland, Jackson"
OH,Sandusky,President,,James Jerome Bell,0.0,39,Ohio,143,"Erie, Ottawa, Seneca, Huron, Wood"
OH,Sandusky,President,,Michael Bickelmeyer,0.0,39,Ohio,143,"Erie, Ottawa, Seneca, Huron, Wood"
OH,Sandusky,President,,Darrell Castle,10.0,39,Ohio,143,"Erie, Ottawa, Seneca, Huron, Wood"
OH,Sandusky,President,Democratic Party,Hillary Clinton,9929.0,39,Ohio,143,"Erie, Ottawa, Seneca, Huron, Wood"
OH,Sandusky,President,,Richard Duncan,190.0,39,Ohio,143,"Erie, Ottawa, Seneca, Huron, Wood"
OH,Sandusky,President,,Cherunda Fox,0.0,39,Ohio,143,"Erie, Ottawa, Seneca, Huron, Wood"
OH,Sandusky,President,,Ben Hartnell,0.0,39,Ohio,143,"Erie, Ottawa, Seneca, Huron, Wood"
OH,Sandusky,President,,Tom Hoefling,0.0,39,Ohio,143,"Erie, Ottawa, Seneca, Huron, Wood"
OH,Sandusky,President,,Bruce E. Jaynes,0.0,39,Ohio,143,"Erie, Ottawa, Seneca, Huron, Wood"
OH,Sandusky,President,,Gary Johnson,1263.0,39,Ohio,143,"Erie, Ottawa, Seneca, Huron, Wood"
OH,Sandusky,President,,Chris Keniston,2.0,39,Ohio,143,"Erie, Ottawa, Seneca, Huron, Wood"
OH,Sandusky,President,,Barry Kirschner,0.0,39,Ohio,143,"Erie, Ottawa, Seneca, Huron, Wood"
OH,Sandusky,President,,Laurence Kotlikoff,0.0,39,Ohio,143,"Erie, Ottawa, Seneca, Huron, Wood"
OH,Sandusky,President,,Joseph A. Maldonado,1.0,39,Ohio,143,"Erie, Ottawa, Seneca, Huron, Wood"
OH,Sandusky,President,,Michael Andrew Maturen,2.0,39,Ohio,143,"Erie, Ottawa, Seneca, Huron, Wood"
OH,Sandusky,President,,Evan Mcmullin,20.0,39,Ohio,143,"Erie, Ottawa, Seneca, Huron, Wood"
OH,Sandusky,President,,Monica Moorehead,0.0,39,Ohio,143,"Erie, Ottawa, Seneca, Huron, Wood"
OH,Sandusky,President,,Joe Schriner,0.0,39,Ohio,143,"Erie, Ottawa, Seneca, Huron, Wood"
OH,Sandusky,President,,Mike Smith,0.0,39,Ohio,143,"Erie, Ottawa, Seneca, Huron, Wood"
OH,Sandusky,President,Green Party ,Jill Stein,311.0,39,Ohio,143,"Erie, Ottawa, Seneca, Huron, Wood"
OH,Sandusky,President,,Josiah R. Stroh,0.0,39,Ohio,143,"Erie, Ottawa, Seneca, Huron, Wood"
OH,Sandusky,President,,Douglas W. Thomson,0.0,39,Ohio,143,"Erie, Ottawa, Seneca, Huron, Wood"
OH,Sandusky,President,Republican Party,Donald J. Trump,16316.0,39,Ohio,143,"Erie, Ottawa, Seneca, Huron, Wood"
OH,Scioto,President,,James Jerome Bell,0.0,39,Ohio,145,"Lewis, Greenup, Pike, Adams, Jackson, Lawrence"
OH,Scioto,President,,Michael Bickelmeyer,0.0,39,Ohio,145,"Lewis, Greenup, Pike, Adams, Jackson, Lawrence"
OH,Scioto,President,,Darrell Castle,3.0,39,Ohio,145,"Lewis, Greenup, Pike, Adams, Jackson, Lawrence"
OH,Scioto,President,Democratic Party,Hillary Clinton,9132.0,39,Ohio,145,"Lewis, Greenup, Pike, Adams, Jackson, Lawrence"
OH,Scioto,President,,Richard Duncan,165.0,39,Ohio,145,"Lewis, Greenup, Pike, Adams, Jackson, Lawrence"
OH,Scioto,President,,Cherunda Fox,0.0,39,Ohio,145,"Lewis, Greenup, Pike, Adams, Jackson, Lawrence"
OH,Scioto,President,,Ben Hartnell,0.0,39,Ohio,145,"Lewis, Greenup, Pike, Adams, Jackson, Lawrence"
OH,Scioto,President,,Tom Hoefling,6.0,39,Ohio,145,"Lewis, Greenup, Pike, Adams, Jackson, Lawrence"
OH,Scioto,President,,Bruce E. Jaynes,0.0,39,Ohio,145,"Lewis, Greenup, Pike, Adams, Jackson, Lawrence"
OH,Scioto,President,,Gary Johnson,699.0,39,Ohio,145,"Lewis, Greenup, Pike, Adams, Jackson, Lawrence"
OH,Scioto,President,,Chris Keniston,0.0,39,Ohio,145,"Lewis, Greenup, Pike, Adams, Jackson, Lawrence"
OH,Scioto,President,,Barry Kirschner,0.0,39,Ohio,145,"Lewis, Greenup, Pike, Adams, Jackson, Lawrence"
OH,Scioto,President,,Laurence Kotlikoff,0.0,39,Ohio,145,"Lewis, Greenup, Pike, Adams, Jackson, Lawrence"
OH,Scioto,President,,Joseph A. Maldonado,0.0,39,Ohio,145,"Lewis, Greenup, Pike, Adams, Jackson, Lawrence"
OH,Scioto,President,,Michael Andrew Maturen,0.0,39,Ohio,145,"Lewis, Greenup, Pike, Adams, Jackson, Lawrence"
OH,Scioto,President,,Evan Mcmullin,12.0,39,Ohio,145,"Lewis, Greenup, Pike, Adams, Jackson, Lawrence"
OH,Scioto,President,,Monica Moorehead,0.0,39,Ohio,145,"Lewis, Greenup, Pike, Adams, Jackson, Lawrence"
OH,Scioto,President,,Joe Schriner,0.0,39,Ohio,145,"Lewis, Greenup, Pike, Adams, Jackson, Lawrence"
OH,Scioto,President,,Mike Smith,0.0,39,Ohio,145,"Lewis, Greenup, Pike, Adams, Jackson, Lawrence"
OH,Scioto,President,Green Party ,Jill Stein,217.0,39,Ohio,145,"Lewis, Greenup, Pike, Adams, Jackson, Lawrence"
OH,Scioto,President,,Josiah R. Stroh,0.0,39,Ohio,145,"Lewis, Greenup, Pike, Adams, Jackson, Lawrence"
OH,Scioto,President,,Douglas W. Thomson,0.0,39,Ohio,145,"Lewis, Greenup, Pike, Adams, Jackson, Lawrence"
OH,Scioto,President,Republican Party,Donald J. Trump,20550.0,39,Ohio,145,"Lewis, Greenup, Pike, Adams, Jackson, Lawrence"
OH,Seneca,President,,James Jerome Bell,0.0,39,Ohio,147,"Wyandot, Huron, Sandusky, Crawford, Hancock, Wood"
OH,Seneca,President,,Michael Bickelmeyer,0.0,39,Ohio,147,"Wyandot, Huron, Sandusky, Crawford, Hancock, Wood"
OH,Seneca,President,,Darrell Castle,7.0,39,Ohio,147,"Wyandot, Huron, Sandusky, Crawford, Hancock, Wood"
OH,Seneca,President,Democratic Party,Hillary Clinton,7404.0,39,Ohio,147,"Wyandot, Huron, Sandusky, Crawford, Hancock, Wood"
OH,Seneca,President,,Richard Duncan,187.0,39,Ohio,147,"Wyandot, Huron, Sandusky, Crawford, Hancock, Wood"
OH,Seneca,President,,Cherunda Fox,0.0,39,Ohio,147,"Wyandot, Huron, Sandusky, Crawford, Hancock, Wood"
OH,Seneca,President,,Ben Hartnell,0.0,39,Ohio,147,"Wyandot, Huron, Sandusky, Crawford, Hancock, Wood"
OH,Seneca,President,,Tom Hoefling,3.0,39,Ohio,147,"Wyandot, Huron, Sandusky, Crawford, Hancock, Wood"
OH,Seneca,President,,Bruce E. Jaynes,0.0,39,Ohio,147,"Wyandot, Huron, Sandusky, Crawford, Hancock, Wood"
OH,Seneca,President,,Gary Johnson,1302.0,39,Ohio,147,"Wyandot, Huron, Sandusky, Crawford, Hancock, Wood"
OH,Seneca,President,,Chris Keniston,0.0,39,Ohio,147,"Wyandot, Huron, Sandusky, Crawford, Hancock, Wood"
OH,Seneca,President,,Barry Kirschner,0.0,39,Ohio,147,"Wyandot, Huron, Sandusky, Crawford, Hancock, Wood"
OH,Seneca,President,,Laurence Kotlikoff,0.0,39,Ohio,147,"Wyandot, Huron, Sandusky, Crawford, Hancock, Wood"
OH,Seneca,President,,Joseph A. Maldonado,1.0,39,Ohio,147,"Wyandot, Huron, Sandusky, Crawford, Hancock, Wood"
OH,Seneca,President,,Michael Andrew Maturen,0.0,39,Ohio,147,"Wyandot, Huron, Sandusky, Crawford, Hancock, Wood"
OH,Seneca,President,,Evan Mcmullin,15.0,39,Ohio,147,"Wyandot, Huron, Sandusky, Crawford, Hancock, Wood"
OH,Seneca,President,,Monica Moorehead,1.0,39,Ohio,147,"Wyandot, Huron, Sandusky, Crawford, Hancock, Wood"
OH,Seneca,President,,Joe Schriner,0.0,39,Ohio,147,"Wyandot, Huron, Sandusky, Crawford, Hancock, Wood"
OH,Seneca,President,,Mike Smith,0.0,39,Ohio,147,"Wyandot, Huron, Sandusky, Crawford, Hancock, Wood"
OH,Seneca,President,Green Party ,Jill Stein,242.0,39,Ohio,147,"Wyandot, Huron, Sandusky, Crawford, Hancock, Wood"
OH,Seneca,President,,Josiah R. Stroh,0.0,39,Ohio,147,"Wyandot, Huron, Sandusky, Crawford, Hancock, Wood"
OH,Seneca,President,,Douglas W. Thomson,0.0,39,Ohio,147,"Wyandot, Huron, Sandusky, Crawford, Hancock, Wood"
OH,Seneca,President,Republican Party,Donald J. Trump,14825.0,39,Ohio,147,"Wyandot, Huron, Sandusky, Crawford, Hancock, Wood"
OH,Shelby,President,,James Jerome Bell,0.0,39,Ohio,149,"Logan, Mercer, Darke, Miami, Champaign, Auglaize"
OH,Shelby,President,,Michael Bickelmeyer,0.0,39,Ohio,149,"Logan, Mercer, Darke, Miami, Champaign, Auglaize"
OH,Shelby,President,,Darrell Castle,17.0,39,Ohio,149,"Logan, Mercer, Darke, Miami, Champaign, Auglaize"
OH,Shelby,President,Democratic Party,Hillary Clinton,4243.0,39,Ohio,149,"Logan, Mercer, Darke, Miami, Champaign, Auglaize"
OH,Shelby,President,,Richard Duncan,132.0,39,Ohio,149,"Logan, Mercer, Darke, Miami, Champaign, Auglaize"
OH,Shelby,President,,Cherunda Fox,0.0,39,Ohio,149,"Logan, Mercer, Darke, Miami, Champaign, Auglaize"
OH,Shelby,President,,Ben Hartnell,1.0,39,Ohio,149,"Logan, Mercer, Darke, Miami, Champaign, Auglaize"
OH,Shelby,President,,Tom Hoefling,0.0,39,Ohio,149,"Logan, Mercer, Darke, Miami, Champaign, Auglaize"
OH,Shelby,President,,Bruce E. Jaynes,0.0,39,Ohio,149,"Logan, Mercer, Darke, Miami, Champaign, Auglaize"
OH,Shelby,President,,Gary Johnson,594.0,39,Ohio,149,"Logan, Mercer, Darke, Miami, Champaign, Auglaize"
OH,Shelby,President,,Chris Keniston,2.0,39,Ohio,149,"Logan, Mercer, Darke, Miami, Champaign, Auglaize"
OH,Shelby,President,,Barry Kirschner,0.0,39,Ohio,149,"Logan, Mercer, Darke, Miami, Champaign, Auglaize"
OH,Shelby,President,,Laurence Kotlikoff,0.0,39,Ohio,149,"Logan, Mercer, Darke, Miami, Champaign, Auglaize"
OH,Shelby,President,,Joseph A. Maldonado,0.0,39,Ohio,149,"Logan, Mercer, Darke, Miami, Champaign, Auglaize"
OH,Shelby,President,,Michael Andrew Maturen,3.0,39,Ohio,149,"Logan, Mercer, Darke, Miami, Champaign, Auglaize"
OH,Shelby,President,,Evan Mcmullin,33.0,39,Ohio,149,"Logan, Mercer, Darke, Miami, Champaign, Auglaize"
OH,Shelby,President,,Monica Moorehead,0.0,39,Ohio,149,"Logan, Mercer, Darke, Miami, Champaign, Auglaize"
OH,Shelby,President,,Joe Schriner,0.0,39,Ohio,149,"Logan, Mercer, Darke, Miami, Champaign, Auglaize"
OH,Shelby,President,,Mike Smith,0.0,39,Ohio,149,"Logan, Mercer, Darke, Miami, Champaign, Auglaize"
OH,Shelby,President,Green Party ,Jill Stein,125.0,39,Ohio,149,"Logan, Mercer, Darke, Miami, Champaign, Auglaize"
OH,Shelby,President,,Josiah R. Stroh,0.0,39,Ohio,149,"Logan, Mercer, Darke, Miami, Champaign, Auglaize"
OH,Shelby,President,,Douglas W. Thomson,0.0,39,Ohio,149,"Logan, Mercer, Darke, Miami, Champaign, Auglaize"
OH,Shelby,President,Republican Party,Donald J. Trump,18590.0,39,Ohio,149,"Logan, Mercer, Darke, Miami, Champaign, Auglaize"
OH,Stark,President,,James Jerome Bell,0.0,39,Ohio,151,"Mahoning, Summit, Carroll, Tuscarawas, Portage, Wayne, Columbiana, Holmes"
OH,Stark,President,,Michael Bickelmeyer,0.0,39,Ohio,151,"Mahoning, Summit, Carroll, Tuscarawas, Portage, Wayne, Columbiana, Holmes"
OH,Stark,President,,Darrell Castle,59.0,39,Ohio,151,"Mahoning, Summit, Carroll, Tuscarawas, Portage, Wayne, Columbiana, Holmes"
OH,Stark,President,Democratic Party,Hillary Clinton,68146.0,39,Ohio,151,"Mahoning, Summit, Carroll, Tuscarawas, Portage, Wayne, Columbiana, Holmes"
OH,Stark,President,,Richard Duncan,1062.0,39,Ohio,151,"Mahoning, Summit, Carroll, Tuscarawas, Portage, Wayne, Columbiana, Holmes"
OH,Stark,President,,Cherunda Fox,0.0,39,Ohio,151,"Mahoning, Summit, Carroll, Tuscarawas, Portage, Wayne, Columbiana, Holmes"
OH,Stark,President,,Ben Hartnell,2.0,39,Ohio,151,"Mahoning, Summit, Carroll, Tuscarawas, Portage, Wayne, Columbiana, Holmes"
OH,Stark,President,,Tom Hoefling,9.0,39,Ohio,151,"Mahoning, Summit, Carroll, Tuscarawas, Portage, Wayne, Columbiana, Holmes"
